"Cluster","Mutation_Level","Copy_Number_Alteration","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1_8.AMP","1_8","AMP","BP","GO:0032897","negative regulation of viral transcription","3/146","24/17913",0.000946850922762541,0.00796225969674166,0.00518614153948439,"HMGA2/JUN/TRIM13",3
"1_8.AMP","1_8","AMP","BP","GO:0048753","pigment granule organization","3/146","24/17913",0.000946850922762541,0.00796225969674166,0.00518614153948439,"ASIP/BCL2/RAB38",3
"1_8.AMP","1_8","AMP","BP","GO:2000209","regulation of anoikis","3/146","24/17913",0.000946850922762541,0.00796225969674166,0.00518614153948439,"BCL2/CAV1/SNAI2",3
"1_8.AMP","1_8","AMP","BP","GO:0062012","regulation of small molecule metabolic process","11/146","439/17913",0.000955123296911023,0.0080124232129758,0.0052188150649931,"BAD/CAV1/FAM3C/IGFBP4/NQO1/PARK7/PSMB9/PSMD9/SNAI2/TNF/TWIST1",11
"1_8.AMP","1_8","AMP","BP","GO:1904951","positive regulation of establishment of protein localization","11/146","440/17913",0.000972873981763128,0.00811511992634655,0.00528570558495423,"ARF6/BAD/BCL2/HMGB1/HTRA2/IL10/PSMD9/PYCARD/SOX4/TNF/TWIST1",11
"1_8.AMP","1_8","AMP","BP","GO:0002763","positive regulation of myeloid leukocyte differentiation","4/146","54/17913",0.000976142326243803,0.00811511992634655,0.00528570558495423,"CTNNBIP1/FADD/JUN/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0010524","positive regulation of calcium ion transport into cytosol","4/146","54/17913",0.000976142326243803,0.00811511992634655,0.00528570558495423,"BAK1/CALM2/CAV1/GSTM2",4
"1_8.AMP","1_8","AMP","BP","GO:0032675","regulation of interleukin-6 production","6/146","139/17913",0.00097671181376702,0.00811511992634655,0.00528570558495423,"CEBPB/HMGB1/IL10/PYCARD/TNF/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0045089","positive regulation of innate immune response","10/146","373/17913",0.000980053568572433,0.00811676669280271,0.00528677819050207,"CAV1/FADD/HEXIM1/HMGB1/HSPA1A/PSMB9/PSMD9/PVR/PYCARD/S100A1",10
"1_8.AMP","1_8","AMP","BP","GO:1901216","positive regulation of neuron death","5/146","93/17913",0.000981584224295173,0.00811676669280271,0.00528677819050207,"BAD/JUN/NQO1/NQO2/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0001763","morphogenesis of a branching structure","7/146","192/17913",0.00100902675126476,0.00832387151340263,0.00542167393041122,"BCL2/CTNNBIP1/GNA13/HOXB7/IL10/SNAI2/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:0031109","microtubule polymerization or depolymerization","5/146","94/17913",0.00103001933614212,0.00845687270548837,0.00550830298213118,"CDKN1B/FKBP4/HSPA1A/RPS3/STMN1",5
"1_8.AMP","1_8","AMP","BP","GO:0045778","positive regulation of ossification","5/146","94/17913",0.00103001933614212,0.00845687270548837,0.00550830298213118,"CEBPB/CTHRC1/CTNNBIP1/ISG15/JUND",5
"1_8.AMP","1_8","AMP","BP","GO:0014706","striated muscle tissue development","10/146","376/17913",0.0010411345542168,0.00852797242168616,0.00555461310082397,"ATF3/ATG5/BCL2/CAV1/EGLN1/MAFF/MSC/S100B/SKI/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0010332","response to gamma radiation","4/146","55/17913",0.0010461018368692,0.00852843117241014,0.00555491190371115,"BAK1/BCL2/BCL2L1/TRIM13",4
"1_8.AMP","1_8","AMP","BP","GO:0032722","positive regulation of chemokine production","4/146","55/17913",0.0010461018368692,0.00852843117241014,0.00555491190371115,"HMOX1/PYCARD/TNF/TWIST1",4
"1_8.AMP","1_8","AMP","BP","GO:0031570","DNA integrity checkpoint","6/146","141/17913",0.00105176321860064,0.00855450505433259,0.00557189487679717,"CDK2/CDKN1B/GADD45A/HMGA2/PCNA/SOX4",6
"1_8.AMP","1_8","AMP","BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","5/146","95/17913",0.00108020682345569,0.00874489113720657,0.00569590102712865,"HLA-C/IFI30/PSMB9/PSMD9/TAPBP",5
"1_8.AMP","1_8","AMP","BP","GO:0045069","regulation of viral genome replication","5/146","95/17913",0.00108020682345569,0.00874489113720657,0.00569590102712865,"BCL2/BST2/HMGA2/ISG15/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:1902107","positive regulation of leukocyte differentiation","6/146","143/17913",0.00113116842853865,0.00912315799525674,0.0059422815196347,"BAD/CTNNBIP1/FADD/HMGB1/JUN/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0097327","response to antineoplastic agent","5/146","96/17913",0.00113218574602812,0.00912315799525674,0.0059422815196347,"EIF4E/EIF4EBP1/HMOX1/HNRNPD/PCNA",5
"1_8.AMP","1_8","AMP","BP","GO:0043271","negative regulation of ion transport","6/146","144/17913",0.00117255551917444,0.00942658638447412,0.00613991669275308,"ARL6IP5/BCL2/CALM2/CAV1/GSTM2/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","8/146","255/17913",0.00117707199559581,0.00943219594996323,0.00614357042946974,"ATG5/BAK1/BCL2/CALM2/CAV1/GNA13/GSTM2/HMGB1",8
"1_8.AMP","1_8","AMP","BP","GO:0010721","negative regulation of cell development","9/146","317/17913",0.00118057107911677,0.00943219594996323,0.00614357042946974,"ARF6/BCL2/CERS2/EIF4E/FKBP4/ID1/LGALS1/SKI/TNF",9
"1_8.AMP","1_8","AMP","BP","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","5/146","97/17913",0.00118599538667266,0.00943219594996323,0.00614357042946974,"DCTN6/DYNLL2/HLA-DPB1/IFI30/RAB7A",5
"1_8.AMP","1_8","AMP","BP","GO:0034766","negative regulation of ion transmembrane transport","5/146","97/17913",0.00118599538667266,0.00943219594996323,0.00614357042946974,"ARL6IP5/CALM2/CAV1/GSTM2/TWIST1",5
"1_8.AMP","1_8","AMP","BP","GO:0002683","negative regulation of immune system process","11/146","451/17913",0.00118683260297551,0.00943219594996323,0.00614357042946974,"BST2/CD59/CDK6/CEBPB/FADD/HIST1H4J/HMGB1/HMOX1/IL10/TNF/TWSG1",11
"1_8.AMP","1_8","AMP","BP","GO:0045765","regulation of angiogenesis","10/146","383/17913",0.00119586903624929,0.00944383437135616,0.006151151003696,"EGLN1/HMGA2/HMOX1/HSPB1/ID1/IL10/RHOB/RNH1/S100A1/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0043525","positive regulation of neuron apoptotic process","4/146","57/17913",0.00119645468568866,0.00944383437135616,0.006151151003696,"JUN/NQO1/NQO2/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0046686","response to cadmium ion","4/146","57/17913",0.00119645468568866,0.00944383437135616,0.006151151003696,"CDKN1B/HMOX1/JUN/PCNA",4
"1_8.AMP","1_8","AMP","BP","GO:2000679","positive regulation of transcription regulatory region DNA binding","3/146","26/17913",0.00120190003466354,0.00946530344758836,0.00616513468073026,"HMGA2/PARK7/TWIST1",3
"1_8.AMP","1_8","AMP","BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","7/146","198/17913",0.00120617838121997,0.00947750569678042,0.0061730824987895,"CAMLG/CAV1/HSPA1A/PARK7/PBK/RYBP/SDCBP",7
"1_8.AMP","1_8","AMP","BP","GO:0060402","calcium ion transport into cytosol","6/146","145/17913",0.00121509354008217,0.00952600420926723,0.00620467154006555,"ATG5/BAK1/BCL2/CALM2/CAV1/GSTM2",6
"1_8.AMP","1_8","AMP","BP","GO:0002218","activation of innate immune response","9/146","319/17913",0.00123325252865664,0.00964659016221735,0.00628321404476794,"CAV1/FADD/HEXIM1/HMGB1/HSPA1A/PSMB9/PSMD9/PYCARD/S100A1",9
"1_8.AMP","1_8","AMP","BP","GO:0050848","regulation of calcium-mediated signaling","5/146","98/17913",0.00124167524170453,0.00966976118091576,0.00629830626571536,"CALM2/GSTM2/HINT1/RCAN1/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0050679","positive regulation of epithelial cell proliferation","7/146","199/17913",0.00124178332470153,0.00966976118091576,0.00629830626571536,"BAD/HMGB1/HMOX1/ID1/IL10/JUN/TWIST1",7
"1_8.AMP","1_8","AMP","BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","4/146","58/17913",0.00127702913316543,0.00992197355589158,0.00646258237883553,"BAD/BAK1/BCL2/HSPA1A",4
"1_8.AMP","1_8","AMP","BP","GO:0098869","cellular oxidant detoxification","5/146","99/17913",0.00129926501142264,0.0100722039836403,0.00656043352807157,"GSTM2/NQO1/PARK7/SOD2/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0032201","telomere maintenance via semi-conservative replication","3/146","27/17913",0.00134410833724385,0.0103751677369659,0.00675776606505516,"PCNA/TERF1/TERF2",3
"1_8.AMP","1_8","AMP","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","9/146","323/17913",0.00134432061089394,0.0103751677369659,0.00675776606505516,"CAV1/HSPA1A/ID1/ING2/JUN/SDCBP/SKI/SUB1/TWSG1",9
"1_8.AMP","1_8","AMP","BP","GO:0045071","negative regulation of viral genome replication","4/146","59/17913",0.00136132279260694,0.0104830910392992,0.00682806087364296,"BST2/HMGA2/ISG15/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0045766","positive regulation of angiogenesis","7/146","203/17913",0.00139252195412222,0.0106958072283276,0.00696661152459604,"HMGA2/HMOX1/HSPB1/IL10/RHOB/S100A1/TWIST1",7
"1_8.AMP","1_8","AMP","BP","GO:0032635","interleukin-6 production","6/146","149/17913",0.00139717998307145,0.0106958072283276,0.00696661152459604,"CEBPB/HMGB1/IL10/PYCARD/TNF/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0030100","regulation of endocytosis","8/146","262/17913",0.00139818499327979,0.0106958072283276,0.00696661152459604,"ARF6/ATG5/CAV1/CD151/HMGB1/PYCARD/SDCBP/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0002367","cytokine production involved in immune response","5/146","101/17913",0.00142033405895915,0.0108299507983589,0.00705398465324181,"ATG5/BST2/HMOX1/IL10/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0060537","muscle tissue development","10/146","392/17913",0.00142195726002064,0.0108299507983589,0.00705398465324181,"ATF3/ATG5/BCL2/CAV1/EGLN1/MAFF/MSC/S100B/SKI/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0006006","glucose metabolic process","7/146","204/17913",0.00143235214770123,0.0108852494725741,0.00709000291468375,"ATF3/BAD/CREM/FAM3C/IGFBP4/TNF/TPI1",7
"1_8.AMP","1_8","AMP","BP","GO:0002819","regulation of adaptive immune response","6/146","150/17913",0.00144579270900866,0.0109431651464371,0.00712772573376371,"FADD/HMGB1/IL10/PVR/PYCARD/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0002260","lymphocyte homeostasis","4/146","60/17913",0.00144942584721021,0.0109431651464371,0.00712772573376371,"BAK1/BCL2/FADD/RPS6",4
"1_8.AMP","1_8","AMP","BP","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","4/146","60/17913",0.00144942584721021,0.0109431651464371,0.00712772573376371,"BAD/BAK1/BCL2/HSPA1A",4
"1_8.AMP","1_8","AMP","BP","GO:0051495","positive regulation of cytoskeleton organization","7/146","205/17913",0.00147306721133131,0.0110975323751706,0.0072282713486722,"ARF6/CDC42/CDKN1B/HSPA1A/ID1/PYCARD/RPS3",7
"1_8.AMP","1_8","AMP","BP","GO:0006275","regulation of DNA replication","5/146","102/17913",0.00148389367171866,0.011128959881238,0.00724874135353341,"CDK2/JUN/PCNA/TERF1/TERF2",5
"1_8.AMP","1_8","AMP","BP","GO:1901987","regulation of cell cycle phase transition","11/146","464/17913",0.00148831806096037,0.011128959881238,0.00724874135353341,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/HMGA2/PCNA/PSMB9/PSMD9/SOX4",11
"1_8.AMP","1_8","AMP","BP","GO:0030856","regulation of epithelial cell differentiation","6/146","151/17913",0.00149568538028338,0.011128959881238,0.00724874135353341,"BAD/CAV1/CDKN1B/CEBPB/ID1/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0001773","myeloid dendritic cell activation","3/146","28/17913",0.00149646537994188,0.011128959881238,0.00724874135353341,"HMGB1/IL10/PYCARD",3
"1_8.AMP","1_8","AMP","BP","GO:0031116","positive regulation of microtubule polymerization","3/146","28/17913",0.00149646537994188,0.011128959881238,0.00724874135353341,"CDKN1B/HSPA1A/RPS3",3
"1_8.AMP","1_8","AMP","BP","GO:0090200","positive regulation of release of cytochrome c from mitochondria","3/146","28/17913",0.00149646537994188,0.011128959881238,0.00724874135353341,"BAD/BAK1/PYCARD",3
"1_8.AMP","1_8","AMP","BP","GO:0006521","regulation of cellular amino acid metabolic process","4/146","61/17913",0.00154142826461778,0.0114388469295247,0.0074505833123338,"NQO1/PARK7/PSMB9/PSMD9",4
"1_8.AMP","1_8","AMP","BP","GO:1902105","regulation of leukocyte differentiation","8/146","267/17913",0.00157544564494869,0.0116663597545987,0.0075987716103574,"BAD/CDK6/CEBPB/CTNNBIP1/FADD/HMGB1/JUN/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0032729","positive regulation of interferon-gamma production","4/146","62/17913",0.00163741976132014,0.0120482178624255,0.00784749122898524,"FADD/HLA-DPB1/PYCARD/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0035794","positive regulation of mitochondrial membrane permeability","4/146","62/17913",0.00163741976132014,0.0120482178624255,0.00784749122898524,"BAD/BAK1/BCL2/HSPA1A",4
"1_8.AMP","1_8","AMP","BP","GO:0048857","neural nucleus development","4/146","62/17913",0.00163741976132014,0.0120482178624255,0.00784749122898524,"BCL2/CALM2/CDC42/S100A1",4
"1_8.AMP","1_8","AMP","BP","GO:0051493","regulation of cytoskeleton organization","11/146","472/17913",0.00170325710284076,0.0125061562751923,0.00814576502504685,"ARF6/BST2/CDC42/CDKN1B/FKBP4/HSPA1A/ID1/PYCARD/RASSF1/RPS3/STMN1",11
"1_8.AMP","1_8","AMP","BP","GO:0032640","tumor necrosis factor production","6/146","155/17913",0.00170849719098005,0.0125181661271598,0.00815358752701785,"FADD/HMGB1/HSPB1/IL10/PYCARD/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0050768","negative regulation of neurogenesis","8/146","271/17913",0.00172971666591825,0.0125939328736563,0.00820293747116477,"ARF6/CERS2/EIF4E/FKBP4/ID1/LGALS1/SKI/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0051403","stress-activated MAPK cascade","8/146","271/17913",0.00172971666591825,0.0125939328736563,0.00820293747116477,"ARL6IP5/GADD45A/HMGB1/PBK/PYCARD/RPS3/SDCBP/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","8/146","271/17913",0.00172971666591825,0.0125939328736563,0.00820293747116477,"ATF3/HMGB1/JUN/NQO2/PYCARD/RAP1B/SPRY4/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0051222","positive regulation of protein transport","10/146","403/17913",0.00174438607093536,0.0126741690886161,0.00825519856075775,"ARF6/BAD/HMGB1/HTRA2/IL10/PSMD9/PYCARD/SOX4/TNF/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0002065","columnar/cuboidal epithelial cell differentiation","5/146","106/17913",0.00175924428226998,0.0127554392324084,0.00830813308998613,"BAD/CDK6/CEBPB/SOX4/TYMS",5
"1_8.AMP","1_8","AMP","BP","GO:0016236","macroautophagy","8/146","272/17913",0.00177009291447656,0.0127807332473536,0.00832460810419112,"ATG12/ATG5/DYNLL2/HMOX1/HTRA2/RAB5A/RAB7A/TRIM13",8
"1_8.AMP","1_8","AMP","BP","GO:0031647","regulation of protein stability","8/146","272/17913",0.00177009291447656,0.0127807332473536,0.00832460810419112,"BCL2/CAMLG/FLOT2/HSPA1A/ID1/PARK7/PYCARD/SOX4",8
"1_8.AMP","1_8","AMP","BP","GO:0010001","glial cell differentiation","7/146","212/17913",0.00178399329477517,0.0128543749227265,0.00837257390362928,"CDK6/CDKN2C/POU3F2/S100B/SKI/SOX4/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:0060401","cytosolic calcium ion transport","6/146","157/17913",0.00182316049091694,0.0131093921013552,0.00853867689872619,"ATG5/BAK1/BCL2/CALM2/CAV1/GSTM2",6
"1_8.AMP","1_8","AMP","BP","GO:1990748","cellular detoxification","5/146","107/17913",0.00183356392446323,0.0131341257643809,0.00855478693307908,"GSTM2/NQO1/PARK7/SOD2/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0071230","cellular response to amino acid stimulus","4/146","64/17913",0.00184172739627224,0.0131341257643809,0.00855478693307908,"BCL2L1/CEBPB/HNRNPD/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","4/146","64/17913",0.00184172739627224,0.0131341257643809,0.00855478693307908,"BAD/BAK1/BCL2/HSPA1A",4
"1_8.AMP","1_8","AMP","BP","GO:1905710","positive regulation of membrane permeability","4/146","64/17913",0.00184172739627224,0.0131341257643809,0.00855478693307908,"BAD/BAK1/BCL2/HSPA1A",4
"1_8.AMP","1_8","AMP","BP","GO:0034329","cell junction assembly","7/146","214/17913",0.00188157685133509,0.013390812304686,0.00872197725090404,"BCL2/CAV1/CD151/CDC42/RAP1B/SNAI2/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:0031331","positive regulation of cellular catabolic process","9/146","341/17913",0.00194836461088047,0.013794539594505,0.0089849411516181,"BAD/CAV1/HMOX1/HNRNPD/HSPA1A/PARK7/TNF/TRIM13/TWIST1",9
"1_8.AMP","1_8","AMP","BP","GO:0006801","superoxide metabolic process","4/146","65/17913",0.00195022140538495,0.013794539594505,0.0089849411516181,"NQO1/PARK7/SOD2/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0097194","execution phase of apoptosis","4/146","65/17913",0.00195022140538495,0.013794539594505,0.0089849411516181,"BCL2L1/HMGB1/HTRA2/RPS3",4
"1_8.AMP","1_8","AMP","BP","GO:0001701","in utero embryonic development","9/146","342/17913",0.0019874082034944,0.014029001403935,0.0091376556039997,"BCL2L1/CEBPB/EGLN1/FOXD3/GNA13/IL10/MAFF/TWIST1/YBX1",9
"1_8.AMP","1_8","AMP","BP","GO:0035821","modification of morphology or physiology of other organism","6/146","160/17913",0.00200598653668488,0.0141314223973765,0.00920436653642748,"BAD/BCL2L1/CALM2/HMGA2/JUN/TYMS",6
"1_8.AMP","1_8","AMP","BP","GO:0045920","negative regulation of exocytosis","3/146","31/17913",0.00201697935451909,0.0141800997940178,0.00923607209218311,"HMOX1/RAB7A/RAP1B",3
"1_8.AMP","1_8","AMP","BP","GO:0031098","stress-activated protein kinase signaling cascade","8/146","278/17913",0.00202827700080475,0.0142307192399897,0.00926904258315662,"ARL6IP5/GADD45A/HMGB1/PBK/PYCARD/RPS3/SDCBP/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","6/146","161/17913",0.00206990853384932,0.014467363719001,0.00942317869645024,"FADD/HMGB1/HSPB1/IL10/PYCARD/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0042035","regulation of cytokine biosynthetic process","5/146","110/17913",0.00207033681783573,0.014467363719001,0.00942317869645024,"CEBPB/HMOX1/HSPB1/IL10/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0043312","neutrophil degranulation","11/146","485/17913",0.00210631327830254,0.0146892088665557,0.00956767540704326,"BST2/CD59/CXCL1/HMGB1/HSPA1A/PYCARD/RAB5B/RAB7A/RAP1B/SDCBP/TRAPPC1",11
"1_8.AMP","1_8","AMP","BP","GO:0021782","glial cell development","5/146","111/17913",0.00215400349489867,0.0149916916588839,0.00976469467469094,"CDK6/POU3F2/SKI/SOX4/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0045669","positive regulation of osteoblast differentiation","4/146","67/17913",0.00218033165524664,0.0151143549674084,0.00984459024503632,"CEBPB/CTHRC1/CTNNBIP1/JUND",4
"1_8.AMP","1_8","AMP","BP","GO:0070227","lymphocyte apoptotic process","4/146","67/17913",0.00218033165524664,0.0151143549674084,0.00984459024503632,"BAK1/FADD/IL10/RPS6",4
"1_8.AMP","1_8","AMP","BP","GO:0002283","neutrophil activation involved in immune response","11/146","488/17913",0.00220956781972868,0.0152456505052932,0.00993010833524033,"BST2/CD59/CXCL1/HMGB1/HSPA1A/PYCARD/RAB5B/RAB7A/RAP1B/SDCBP/TRAPPC1",11
"1_8.AMP","1_8","AMP","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","3/146","32/17913",0.00221244107534345,0.0152456505052932,0.00993010833524033,"CDKN1B/HSPA1A/RPS3",3
"1_8.AMP","1_8","AMP","BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","3/146","32/17913",0.00221244107534345,0.0152456505052932,0.00993010833524033,"BCL2L1/HSPA1A/PARK7",3
"1_8.AMP","1_8","AMP","BP","GO:1903828","negative regulation of cellular protein localization","5/146","112/17913",0.00224011044674833,0.0154057496664494,0.0100343873893948,"ARF6/BCL2L1/LYPLA1/PARK7/TERF1",5
"1_8.AMP","1_8","AMP","BP","GO:0071466","cellular response to xenobiotic stimulus","6/146","164/17913",0.00227093872368099,0.0155868976034468,0.0101523763619522,"EIF4E/EIF4EBP1/GSTM2/NQO1/NQO2/PCNA",6
"1_8.AMP","1_8","AMP","BP","GO:0030183","B cell differentiation","5/146","113/17913",0.00232869923920197,0.0159204182239143,0.0103696118214775,"BAD/BAK1/BCL2/IL10/LGALS1",5
"1_8.AMP","1_8","AMP","BP","GO:0098754","detoxification","5/146","113/17913",0.00232869923920197,0.0159204182239143,0.0103696118214775,"GSTM2/NQO1/PARK7/SOD2/TNF",5
